,S/N,Type,ABIA STATE,ADDRESS,Latitude,Longitude
,1083,Daily,Saraki Market(Ago Ita Amoh),"FGX7+5CG, 240281, Ilorin, Kwara",8.498966000,4.513764000
,1084,Daily,Eyenkori Central Market ,"9FW7+HGH, Opposite ASA local government shopping complex Eyenkorin, Araromi",8.397406000,4.463820000
,1085,Daily,Ojagboro Market,"GH26+54V, Gambari Rd, 240101, Ilorin, Kwara",8.539520000,4.568283000
,1086,Daily,Igbaja Main Market,"9VJJ+632, 241109, Igbaja, Kwara",10.05516300,4.760423000
,1087,Daily,Share Central Market,"RXF9+4GH, 241106, Share, Kwara",8.823369000,4.968945000
,1088,Daily,Lafiaji Old Market,"Umar Oke-Ode Road, 243101, Lafiagi, Kwara",8.975776000,5.438128000
,1089,Daily,Yakiru Market,"X3VG+GX2, 242104, Korobori, Kwara",8.994231000,3.077701000
,1090,Daily,Banni Market,"Igbeti-Banni Rd, 242101, Banni, Kwara",9.010886000,4.192693000
,1091,Daily,Adena Central Market,"3PG4+HXC, 241101, Adeniran, Kwara",9.077020000,4.707559000
,1092,Daily,Okesan Market,"44Q2+5CG, 251103, Omu-Aran, Kwara",8.138872000,5.101178000
,1093,Daily,Iji-Isin Market,"Oke Onigbin-Odo Ore, 251105, Owu, Kwara",8.276738000,5.015956000
,1094,Every 5 days,Bode Saadu Market,"WQQM+6W5, Share Road, 241101, Bode Sadu, Kwara",8.981513000,4.784394000
,1095,Daily,Oreke Town Market Square,"Bus Stop, Omu Aran-Oro Ago-Giloagli Rd, 241110, Oreke-Okegbo, Kwara",8.516744000,5.17928500
,1096,Daily,Oke Oyi Market,"HPJ8+983, Igporin, 241102, Oke Oyi, Kwara",8.763510000,4.719844000
,1097,5 markets  days,Olatinwo Market,"43MW+XQ9, 251103, Omu-Aran, Kwara",8.189284000,5.111370000
,1098,Daily, Oro Market,"6VJP+FPC, 251104, Oro, Kwara",8.272773000,4.886141000
,1099,Daily, Ago Market,"FGVX+3XF, 240101, Ilorin, Kwara",8.493245000,4.549928000
,1100,Daily,Loma Market,"RRPR+97F, 241106, Ubantoma, Kwara",8.877724000,4.848812000
,1101,Daily,Ila-Odo Market,"240281, Ilorin, Kwara",8.543589000,4.521967000
,1102,Daily,"Owode Market, Offa","5P5G+R4G, Ajasse Ipo - Offa Rd, 250103, Offa, Kwara",8.187643000,4.730472000
,1103,Daily,Emir's Market Pategi,"F215, Pategi",8.732192000,5.756662000
,,, ,,,
,,,LAGOS STATE,,,
,1104,Daily,Abesan Estate Retail Market,"J749+MWM, Ipaja 102213, Lagos",6.607762000,3.270086000
,1105,Daily,Alabama Market,"F55Q+VJX, Olojo Drive, Ojo 102113, Lagos",6.460750000,3.189140000
,1106,Daily,Idumota Market,"Bankole St, Lagos Island 102273, Lagos",6.457672000,3.386430000
,1107,Daily,Ikotun Market,"Ikotun 102213, Lagos",6.552202000,3.268197000
,1108,Daily,Oyingbo Market,"Adekunle 101245, Lagos",6.480974000,3.383600000
,1109,Daily,Ita Faji Market,"13, Okepopo Str, Lagos Island, 102273, Lagos",6.457097000,3.392526000
,1110,Daily,Aswani Market,"Osolo Way, Isolo, 102214, Lagos",6.539937000,3.332306000
,1111,Daily,Mushin Main Market,"4, Adegbite Ln, Mushin, 102215, Lagos",6.529336000,3.352243000
,1112,Daily,Daleko Market,"G8JQ+H87, Daleko Market Rd, Mushin 102215, Lagos",6.532637000,3.338384000
,1113,Daily,Ketu Market,"463, Ikorodu-Ososun Rd, Ketu 105102, Lagos",6.597531000,3.384614000
,1114,Daily,Bariga Market,"Abule-Okuta/Ilaje, Bariga, Lagos",6.536717000,3.391934000
,1115,Daily,Sunday Market(Ogba),"Nigeria Wemco Rd, Aguda 101233, Ojodu",6.630723000,3.344252000
,1116,Daily,Jankara Market,"Ojo Giwa Str, Idumagbo Ave, Jankara, Lagos",6.461230000,3.390353000
  ,1117,Daily,Ojo Oba Market Ketu,"H9XQ+H4Q, Demurin St, Mile 12 105102, Lagos",9.448821000,3.442064000
,1118,Daily,Balogun Market,"62 Davies St, Lagos Island, 102273, Lagos",6.456159000,3.385228000
,1119,Daily,Pelewura Market,"184, Princess St, Lagos Island 102273, Lagos",6.46136900,3.392563000
,1120,Daily,Yaba Market,"Murtala Muhammed Way, Yaba, 101245, Lagos",6.506218000,3.373329000
,1121,Daily,Somolu Oja ,"Somolu 102216, Ikeja, Lagos",9.275382000,3.002611000
,1122,Daily,Second Gate Agboju Market,"209 2nd Avenue, Festac Town 102102",6.461853000,3.285856000
,1123,Daily,Sabo Model Market,"G94H+MGR, Sabo yaba 100001, Lagos",6.54036100,3.373914000
,1124,Daily,Sandgrouse Market,"FC23+H4W, 12 Lewis St, Lagos Island 102273, Lagos",6.452196000,3.399750000
,1125,Daily,Unnamed Market,"14 Kadara St, Adekunle 101245, Lagos",6.482211000,3.385371000
,1126,Daily,Marina New Market,"The New Quay Side Shopping Plaza, 5 Williams St, Marina 102273, Lagos",6.454497000,3.387585000
,1127,Daily,"Powa Market, Ikeja","Ikeja GRA 101233, Ikeja, Lagos",6.587687000,3.343897000
,1128,Daily,Ebute Ero Market,"55 Apongbon St, Lagos Island 102273, Lagos",6.473443000,3.383882000
,1129,Daily,Oluwole Urban Market,"Balogun Market, Oluwole Str, Lagos Islnd 102273",6.458957000,3.387137000
,1130,Daily,Otto Market,"Oloto St, Adekunle 101245, Lagos",6.477387000,3.383863000
,1131,Daily,Alade Market,"2 Ire Akari Rd, Oshodi-Isolo 102214, Lagos",6.528978000,3.322504000
,1132,Daily,Baale Local Market,"H7XX+XHM, Akowonjo 102213, Lagos",6.600902000,3.299264000
,1133,Daily,Katangua Market,"J8V3+5P4, Abule Egba 102213, Lagos",6.644035000,3.304418000
,1134,Daily,Alamatu Market,"11 Olakunle St, Idi oro 102215, Lagos",6.540835000,3.361369000
,1135,Daily,Iponri Market,"400 Iponri Under Bridge U Turn, Alaka 101241, Lagos",6.487930000,3.364105000
,1136,Daily,Agege Main Market,"Oniwaya St, Papa Ashafa 102212, Lagos",6.620467000,3.324711000
,1137,Daily,Isheri Retail Market,"Ikeja 101233, Lagos",6.641592000,3.369176000
,1138,Daily,Moshalashi Market,"Agege Road, Ijaiye 102212, Lagos",6.622688000,3.325925000
,1139,Daily,Alaba St Market,"Moshalahi St, Ejigbo 102214, Ikeja",6.562569000,3.301216000
,1140,Daily,Ifesowapo Market,"1, Ogunwo St, Agege 102212, Lagos",6.618451000,3.320817000
,1141,Daily,Ipaja Market,"Idimu 102213, Lagos",6.608433000,3.255169000
,1142,Daily,Araromi - Ifako Ijaiye LG,"M86G+7WW, Bola Ahmed Tinubu Rd, Iju 101232, Lagos",6.677455000,3.328335000
,1143,Daily,Estate Market,"G8F2+G9Q, Jakande Estate, Oke Afa Rd, Lagos",6.539394000,3.301462000
,1144,Daily,Alaba Rago Central Market,"Alaba Rago Rd, Ojo 102113, Lagos",6.464375000,3.193131000
,1145,Daily,"POWA Market, Alausa","J996+R5X, Alausa 101233, Ojodu, Lagos",6.655812000,3.360711000
,1146,Daily,Anjorin Market,"Apapa Quays 102272, Lagos",6.444071000,3.369909000
,1147,Daily,Owodunni Market,"19 Iwaya Rd, Iwaya 101245, Lagos",6.507476000,3.390073000
,1148,Daily,Ogudu Market,"2A Alasabad Str, Ogudu Rd, Ogudu",6.578168000,3.385432000
,1149,Daily,Oluwole Market,"91 Marina Rd, Apapa Quays 102272",6.452016000,3.352704000
,1150,Daily,Abibatu Mogaji Market,"Iponri Estate Rd, Alaka 101241, Lagos",6.494811000,3.362934000
,1151,Daily,Bola Tinubu Model market,"J75R+RHF, 1st Avenue, Idimu 102213, Lagos",6.610492000,3.291664000
,1152,Daily,Mosafejo Market,"14 Market St, Amukoko 102103, Lagos",6.467956000,3.339018000
,1153,Daily,Mile 12 International Market,"Ikorodu-Ososun Rd, Ikosi Ketu 100247",6.609529000,3.395259000
,1154,Daily,Oyinlola Ifelodun Mkt Festac Town,"F7FF+XQG, 23 Rd, Festac Town 102102, Lagos",6.476036000,3.274660000
,1155,Daily,Fruit Market,"H962+M3G, Ilupeju 101233, Lagos",6.56287100,3.350168000
,1156,Daily,Lagos Market,"29 Idita St, Lagos Island 102273, Lagos",6.461851000,3.383597000
,1157,Daily,Eko Farmers Market,"F872+3CF, Amuwo Odofin Estate 102102, Lagos",6.464913000,3.300757000
,1158,Daily,Ajina Evening Market,"MM7C+WPX, 104101, Imota, Lagos",6.682249000,3.672194000
,1159,Daily,Alade Market,"Allen Ave, Allen 101233, Ikeja, Lagos",6.612164000,3.349631000
,1160,Daily,Aspamda trade Fair Market,Lagos Badagry Expwy  Iyana Iba b/Stop,6.467363000,3.253806000
,1161,Daily,Market in Lagos Island,"F97M+5JR, Lagos Island 102273, Lagos",6.463536000,3.384070000
,1162,Daily,Idi Oro Market,"G9F6+JHM, Folami St, Mushin 102215, Lagos",6.524337000,3.362066000
,1163,Daily,New Ijora Market,"F99G+GR4, Ijora Olopa 102272, Lagos",6.472428000,3.377841000
,1164,Daily,Ile Epo Market,"J7QW+PF8, Old Otta Rd, Oke Odo 102213, Lagos",6.639858000,3.296429000
,1165,Daily,Saudi Eko Market,"F95Q+328, Nnamdi Azikwe St, Lagos Island 102273, Lagos",6.478190000,3.386025000
,1166,Daily,Isolo Market,"42 Ire-Akari Estate Rd, Isaga Tedo 102214, Lagos",6.524405000,3.321690000
,1167,Daily,Ladipo Market,"2 Akinwunmi St, Papa Ajao 100001, Lagos",6.515050000,3.339381000
,1168,Daily,Lekki(Beach Market),"Oba Elegushi Str Off Lekki-Epe Expway, btw 4th&5th Roundabout",6.436569000,3.507050000
,1169,Daily,Mile 2 Market,"Mile 2, Amuwo Odofin Estate 100001, Lagos",6.477488000,3.312368000
,1170,Daily,Ebute Oja,"119 Fibre Rd, 103101, Badagry, Lagos",6.441408000,2.875889000
,1171,Daily,Isheri Market,"Lagos - Ibadan Expy, Ojodu 102109, Agege, Ogun State",6.780159000,3.397586000
,1172,Daily,Oyingbo Market,"Adekunle 101245, Lagos",6.481933000,3.385419000
,1173,Daily,Oshodi Market,"off Brown St, Oshodi 102214, Lagos",6.558949000,3.350114000
,1174,Daily,Rauf Aregbesola Market,"J75P+PJ8, Alimosho 102213, Lagos",6.625648000,3.28916300
,1175,Daily,Sura Market,"63 Simpson St, Lagos Island 102273, Lagos",6.454753000,3.404677000
,1176,Daily,Tejuosho Market,"Shop A1047,KA1204/1205 upper ground floor main tejuosoho shopping complex.Yaba, Lagos",6.508851000,3.368956000
,1177,Daily,Whitesands Market,"31 Oloto St, Adekunle 101245, Lagos",6.518397000,3.383270000
,1178,Daily,Ashade Market,"Akanni Doherty Str, Oba Akran 102212",6.614659000,3.329299000
,1179,Daily,Lekki Market/Maroko Market,"Lekki Penninsula II 106104, Lekki",6.436550000,3.506181000
,1180,Daily,Boundary Perishable Good Market,"F932+CM7, Apapa Quays 102272, Lagos",6.454559000,3.351635000
,1181,Daily,Igando Market,"Igando Rd, Ikotun 102213, Lagos",6.552179000,3.240578000
,1182,Daily,Odunade Market,"Odun-ade Bridge, Shop 2 , Freedom line, Market St, Coker, Lagos",6.469157000,3.330491000
,1183,Daily,Idi Araba Market,"47 Abati George St, Idi-Araba 101241, Lagos",6.515427000,3.349313000
,1184,Daily,Census Market,"50 Babs Animasahun Str, Surulere 101241",6.493456000,3.3487350
,1185,Daily,Gowon Estate Market,"15, Idimu Rd, Idimu 102213, Lagos",6.601981000,3.291290000
,1186,Daily,Akesan Market,"G6QF+5XC, Ijegun 102213, Lagos",6.538124000,3.225686000
,1187,Daily,Binu Konu Market,"local government, Binukonu market, Ojota 105102, Lagos",6.588316000,3.383280000
,1188,Daily,Small Market,"C8XX+JCP, Market St, Ajeromi-Ifelodun 102103, Lagos",6.479918000,3.348719000
,1189,Daily,Powerline Market,"43, Salvation st, ikotun 102213, Lagos",6.583692000,3.271860000
,1190,Daily,Westminster Market,"west minister bus stop Apapa Expressway Olodi Apapa Bridge Exchange, Lagos",6.440550000,3.327461000
,1191,Daily,Fafunke Market,"7 Wemimo St, Bariga 102216, Lagos",6.541705000,3.387205000
,1192,Daily,Oke Odo Market,"H7VJ+GVX, Idimu 102213, Lagos",6.597069000,3.282372000
,1193,Daily,Onipanu Market,"G9M9+849, Latude, Labinjo St, Somolu, Lagos",6.53449000,3.368066000
,1194,Daily,Unnamed Market,"23 Adimula Str, Egbe 102213, Lagos",6.566803000,3.280545000
,1195,Daily,Umbala Farmers Market,"1 Adedoyin Str, Off Omilani Str, Surulere 100001, Lagos",6.494711000,3.330840000
,1196,Daily,Ijeh Market,"FC35+7PM, Ijeh Local Market, Ijeh Village Rd, Dolphin Estate, Lagos",6.453690000,3.409196000
,1197,Daily,Orile Mini Evening Market,"F8HX+RJ6, Lagos - Badagry Expy, Orile Iganmu 101241, Lagos",6.480682000,3.348940000
,1198,Daily,Cemetery Market,"F85V+7PH, Malu 102103, Lagos",6.458990000,3.344675000
,1199,Daily,Mende Market,"12 Atiba Osborne Str, Mende 105102, Lagos",6.572696000,3.370160000
,1200,Daily,Iyana Iba Market,"Lagos-Badagry Expy, Ojo 102113, Lagos",6.462092000,3.204970000
,1201,Daily,Unnamed Market,"15, Somosu Str, Iganmu 101241, Lagos, ",6.52704500,3.335660000
,1202,Daily,Unnamed Market,"3 Wowo Str, Apapa 102103, Lagos",6.452866000,3.349153000
,1203,Daily,Iyana Ipaja Modern Market,"54 Old Ipaja Rd, Alagba 102213, Lagos",6.61757800,3.298727000
,1204,Daily,Oregun Mini Market,"J927+9HW, Kudirat Abiola Way, Oregun 101233, Lagos",6.602616000,3.364473000
,1205,Daily,Ijesha Market,"G84G+56Q, Ijesha Market, after, Lagos",6.506193000,3.325644000
,1206,Daily,Ipodo Market,"48 Ipodo Str, Opebi 101233, Lagos",6.596118000,3.343238000
,1207,Daily,Open Road Market,"J846+G33, Idi Mangoro 102213, Lagos",6.607101000,3.310199000
,1208,Daily,Eliasau&Arewa Day&Night Market,"8 Eliasau Str, Mafoluku Oshodi 102214, Lagos",6.56151100,3.336150000
,1209,Daily,Aratumi Market,"G57P+VHV, Ojo 102101, Lagos",6.530362000,3.18558800
,1210,Daily,Isheri -Oke Ayetoro Market,"J9PJ+JJX, Olowora 105102, Lagos",6.637546000,3.381687000
,1211,Daily,Elesoko Market,"Lekki - Epe Expy, 105101, Lagos",6.489770000,3.768345000
,1212,Daily,Powerline Market,"24 Alh. Kibitiu Bello Cl, Ifako-Ijaiye 101232, Lagos",6.809070000,3.30612000
,1213,Daily,Abisiwa Market,"4 Ejigbo Rd, Idimu 102213, Lagos",6.573579000,3.284119000
,1214,Daily,Alaba St Market,"Mosalashi St, Ejigbo 102214, Ikeja, Lagos",6.569234000,3.304749000
,1215,Daily,Olugbede Model Market,"Ikeja 102213, Lagos",6.596370000,3.289268000
,1216,Daily,Esdukelawkio International Market,"9 Shasha Rd, Akowonjo 102213, Lagos",6.592363000,3.3056500
,1217,Daily,Eshidana Market,"G6HP+5P3, Okerube, Lagos",6.528872000,3.237054000
,1218,Daily,Sagunbi Market,"G6HQ+HXJ, Abaranje Rd, Ijegun 102213, Lagos",6.529822000,3.240187000
,1219,Daily,Night Market,"24 Old Ewu Rd, Mafoluku Oshodi 102214, Lagos",6.570605000,3.329825000
,1220,Daily,Akoberu Market,"299 Fajeromi Str, Ojo 102101, lagos",6.481382000,3.188348000
,1221,Daily,Mami Market,"2/4 Ifelodun Str, Alimosho 102213, Lagos",6.668322000,3.260748000
,1222,Daily,Ajangbadi Market,"179 Ojo Igbede Rd, Ojo 102101, Lagos",6.464598000,3.170522000
,1223,Daily,Ojuwoye Market,"12 Mumuni St, Mushin 102215, Lagos",6.531201000,3.355721000
,1224,Daily,New Ayobo Market,"H6XQ+V8G, new market road, Megida bus stop Ayobo (Camp David), Alimosho, Lagos",6.601887000,3.238596000
,1225,Daily,Unity Market,"M7FC+28V, Agege 102213, Lagos",6.676455000,3.270197000
,1226,Daily,New Ayobo Market,"H6XQ+V8G, new market road, Megida bus stop Ayobo (Camp David), Alimosho, Lagos",6.600450000,3.237993000
,1227,Daily,Agbado Market,"M8P3+W3R, Agbado - Ijaiye Rd, Ifako-Ijaiye 112105, Lagos, Ogun State",6.966652000,3.265767000
,1228,Daily,New Garage Market,"J8P9+C77, Old Abeokuta Rd, Agege 102212, Lagos",6.858654000,3.342509000
,1229,Daily,Sabo Market,"Ikorodu-Epe Rd, Ikorodu 104101, Ikorodu",6.627971000,3.508635000
,1230,Daily,Ladega Market,"59-33 Ladega Str, Ikorodu 104101, Ikorodu",6.616454000,3.504513000
,1231,Daily,Ikorodu Garage Market,"4 Ajeboriogbon Str Sabo Rd, 300001, Ikorodu",6.621394000,3.503658000
,1232,Daily,"Oluwoodukan Market, Ikorodu West","JFGQ+93P, Cele Bus Stop, Pillars Ave, Ikorodu",6.627154000,3.487741000
,1233,Daily,Elepe Community Market,"Ikorodu 104101, Ikorodu, Lagos",6.617299000,3.5671370
,1234,Daily,Igbogbo Baiyeku Modern Market,"Awolowo Way, Igbogbo 104102, Ikorodu",6.590388000,3.518352000
,1235,Daily,Adeboruwa Market,"HGQ9+Q85, Ikorodu 104102, Ikorodu, Lagos",6.593672000,3.520128000
,1236,Daily,Idera Market,"MG55+F9C, idera market, Ikorodu",6.688653000,3.514020000
,1237,Daily,Adamo community Market,"Adamo Bus stop, Itokin-Imota Rd, Ikorodu Epe",6.662390000,3.592302000
,1238,Daily,Obada Market (Ipodo),"H8WR+W94, Ipodo St, near Under Bridge, Ikeja 101233, Ikeja, Lagos",6.603730000,3.341594000
,1239,Daily,Ogba Main Market,"6 Abiodun Jagun St, Aguda 101233, Ikeja",6.632723000,3.342884000
,1240,Daily,New Alade Market,"Obafemi Awolowo Way, Oba Akran 101233, Ikeja",6.608486000,3.350115000
,1241,Daily,"Afijalo Market, Ewu Tuntun","H87Q+XVV, Mafoluku Oshodi 102214, Ikeja, Lagos",6.565717000,3.339829000
,1242,Daily,,,,
,1243,Daily,Ilo Street Market,"H8WV+V43, Ilo St, Allen 101233, Ikeja, Lagos",6.605968000,3.339571000
,1244,Daily,Onigbongbo Market,"H9C8+544, Maryland 101233, Lagos",6.570826000,3.365460000
,1245,Daily,Adebayo Market,"8 Adebayo Str, Mile 12 105102, Lagos",6.599440000,3.388435000
,1246,Daily,Olabua Night Market,"J8M6+HJX, Powerline Rd, Agege 102212, Lagos",6.63509400,3.311601000
,1247,Daily,Century Market,"69, Ago Palace Way, Ilasamaja 102214, Lagos",6.544103000,3.302169000
,1248,Daily,Oja Oke Market,"3 Ogunlaja Ln, Mafoluku Oshodi 102214",6.633789000,3.352252000
,1249,Daily,Relief Market,"3rd Avenue, S Cl, Festac Town 102102, Lagos",6.476531000,3.271882000
,1250,Daily,Omotanwa Oluyole-Olusi Market,"F7GG+V4Q, 4th Avenue, 23rd Junction, Festac Town 102102, Lagos",6.478234000,3.275605000
,1251,Daily,"POWA Market, Ikoyi","FC35+WVJ, Dolphine Estate 106104, Lagos",6.4630640,3.411192000
,1252,Daily,Itedo Market,"Lekki Penninsula II 106104, Lekki",6.446320000,3.482211000
,1253,Daily,Oniru Market,"5B Lawani Oduloye Rd, Maroko 106104, Lagos",6.430059000,3.456503000
,1254,Daily,Waterside Market,"F933+33C, Marine Rd, Apapa Quays 102272, Lagos",6.486685000,3.35816000
,1255,Daily,Aguda Market,"Kusimo St, Surulere 101241, Lagos",6.4967010,3.342261000
,1256,Daily,"Ola Market, Itire","Ola Market, Ola St, Itire 102215, Lagos",6.509452000,3.334508000
,1257,Daily,Ojuwoye Market,"12 Mumuni St, Mushin 102215, Lagos",6.530818000,3.355593000
,1258,Daily,Computer Village,"Allen 101233, Ikeja",6.622968000,3.355964000
,1259,Daily,Gbagada Market,"1 Akerele St, Gbagada 105102, Lagos",6.555710000,3.389126000
,1260,Daily,Skew Mile 12 Market,"2 Church Ave, Ikosi Ketu 105102",6.610159000,3.390418000
,1261,Daily,Oko Oba Market,"J8P9+P68, Agege 102212, Lagos",6.637842000,3.318047000
,1262,Daily,Oniwaya Junction Market,"56, Shopping complex, Oniwaya Road, Agege Lagos, Agege 100010, Agege, Lagos",6.618776000,3.320758000
,1263,Daily,Obawole Aina Market,"37 College Rd, Ifako Agege 101232, Lagos",6.641437000,3.331803000
,1264,Daily,Abiola Market,"abiola market, Agege 102212, Agege, Lagos",6.621071000,3.3289270
,1265,Daily,Ajuwon Market,"M8FW+MGP, Iju 350837, Lagos, Ogun State",6.674982000,3.346229000
,1266,Daily,POWA Market Ojodu,"J996+R5X, Alausa 101233, Ojodu, Lagos",6.659923000,3.366926000
,1267,Daily,Alamutu Market,"11 Olakunle St, Idi Oro 102215, Lagos",6.524473000,3.361627000
,1268,Daily,Oja Oba Main Market,"Oja Oba B/Stop, Abaranje Road, Ikotun, Ijegun 102213, Lagos",6.538095000,3.253097000
,1269,Daily,"Agboju Market, Festac Town","2nd Ave, opp. 22 Road, Festac Town 102102, Lagos",6.463352000,3.285867000
,1270,Daily,Navy Town Mammy Market,"F72R+C5V, Amuwo Odofin 102102, Lagos",6.452189000,3.290064000
,1271,Daily,Katsina Plaza Trade Fair Market,"ADAMAWA PLAZA, Trade Fair Complex 102102, Lagos",6.472887000,3.255674000
,1272,Daily,Oba Alahun Mini Market,"6a Comfort Oboh St, Kirikiri 102102, Lagos",6.448557000,3.308600000
,1273,Daily,"Exodus Block, ASPMDA Market","Trade Fair Complex 102102, Lagos",6.467618000,3.253548000
,1274,Daily,Ijora 7up Market,"Apapa 102272, Lagos",6.478419000,3.362410000
,1275,Daily,Mammy Market,"Ikeja 102214, Lagos",6.590135000,3.336537000
,1276,Daily,Apapa Coconut Market,"7, 8 Apapa-Oshodi Expressway Service Ln, Apapa 102103, Lagos",6.441224000,3.333958000
,1277,Daily,Amukoko Market,"F88W+M96, Olatunji St, Amukoko 102103, Lagos",6.467483000,3.346070000
,1278,Daily,Ademuyiwa Market,"13 Ademuyiwa St, Ebute Metta 101245, Lagos",6.483522000,3.372304000
,1279,Daily,Odo Eran Market,"Onitire Rd, Itire 102215, Lagos",6.507911000,3.325148000
,1280,Daily,Iyana Itire Igbo Market,"G89W+XCM, Itire St, Mushin 102215, Lagos",6.521938000,3.345761000
,1281,Daily,Agbalata Market Badagry,"Market, Road, 103101, Badagry, Lagos",6.417981000,2.875800000
,1282,Daily,Ebute Oja,"119 Fibre Rd, 103101, Badagry, Lagos",6.418720000,2.8770470
,1283,Daily,"Ayetoro Ultra Modern Market, Epe","First bank, Ayetoro modern market, 106101, Epe, Lagos",6.580496000,3.975822000
,1284,Daily,Market in Epe,"18 Lagos Road, 106101, Epe, Lagos",6.582542000,3.973280000
,1285,Daily,Oba Elegushi International Market,"Lagos-Epe Express Rd, Eti-Osa 106104, Lagos",6.434813000,3.500052000
,1286,Daily,Ogombo Market,"CJX6+HRG, Eti-Osa 106104, Lekki, Lagos",6.465903000,3.613147000
,1287,Daily,Lekki Market/Maroko Market,"Lekki Penninsula II 106104, Lekki, Lagos",6.436422000,3.505838000
,1288,Daily,New Sangotedo Market,"FJCJ+MRW, Eti-Osa 106104, Sangotedo, Lagos",6.47306200,3.631708000
,1289,Daily,Addo Market,"FHXP+32H, Addo Rd, Aja 106104, Lekki, Lagos",6.498565000,3.585354000
,1290,Daily,New Addo Market,"FHWJ+CRP, Sola Omole St, Lambasa 106104, Lagos",6.496398000,3.582017000
,1291,Daily,Ajah Market,"FH97+8XG, Aja 106104, Lekki, Lagos",6.468914000,3.564801000
,1292,Daily,Ultra Modern Market,"J9 Rd 5, Aja 106104, Lekki, Lagos",6.496422000,3.546212000
,1293,Daily,Anify Village Market,"FHQH+7X6, Henkins Bus Stop, Addo Rd, Aja, Lagos",6.489239000,3.579842000
,1294,Daily,Jakande Market,"Jakande Round About, Lekki Penninsula II 106104, Lekki, Lagos",6.436227000,3.50761400
,1295,Daily,Ajiwe Mini Market,"FH9J+MCJ, Ajiwe, Aja, Lagos",6.474240000,3.581284000
,1296,Daily,Alakoto Market,"24 ALAKOTO MARKET, Apapa 102103, Lagos",6.446815000,3.338013000
,1297,Daily,Akodo Market,"CWQP+86G, Lekki Free Trade Zone Rd, 105101, Lekki, Lagos",6.439043000,3.935376000
,1298,Daily,Elesoko Market,"Lekki - Epe Expy, 105101, Lagos",6.476034000,3.768046000
,1299,Daily,New Road Market,"CGQG+JM6 Omoba, Murphy Adetoro Street, Lekki Penninsula II 106104, Lagos",6.439968000,3.526856000
,1300,Daily,Elegushi Market,"44 Lekki Beach Rd, Eti-Osa 106104, Lekki, Lagos",6.453373000,3.50543800
,1301,Daily,Ajah Market( Jubilee Bridge),"FH87+R38, Alesh Bus - Stop, Ajah, Alesh Hotel Road, Aja, Lekki",6.467848000,3.563085000
,1302,Daily,Araromi Market( Ifako-Ijaiye LG),"M86G+7WW, Bola Ahmed Tinubu Rd, Iju 101232, Lagos",6.684942000,3.327494000
,1303,Daily,Balogun Food Market,"M88F+HJW, Balogun St, Ifako-Ijaiye 101232, Lagos",6.686241000,3.323066000
,1304,Daily,Asiwaju Bola Ahmed Tinubu Market,"M7FR+WMC, Ifako-Ijaiye 101232, Ojokoro, Lagos",6.677567000,3.290461000
,1305,Daily,Power Line Market,"24 Alh. Kibitiu Bello Cl, Ifako-Ijaiye 101232, Lagos",6.67630100,3.290974000
,1306,Daily,Toll Gate Market,"Toll Gate, Ajegunle, Abeokuta Expy, Lagos",6.688709000,3.261876000
,1307,Daily,Fagba Mini Market,"Iju road, Fagba bus stop, Fagba St, Ojodu, Lagos",6.656514000,3.323900000
,1308,Daily,Moshalashi Market,"Agege Road, Ijaiye 102212, Lagos",6.622773000,3.325667000
,1309,Daily,POWA Market Ikeja,"Ikeja GRA 101233, Ikeja, Lagos",6.587644000,3.344283000
,1310,Daily,Ketu New Market,"40 Ikosi Road, Ketu 105102, Lagos",6.597171000,3.3828740
,1311,Daily,Arena Market,"The Facility Management Complex Nigeria Army Shopping Complex Bolade-Oshodi, 100261, Lagos",6.564651000,3.350101000
,1312,Daily,"Sabo Market, Ikorodu","Ikorodu-Epe Rd, Ikorodu 104101, Ikorodu, Lagos",6.628141000,3.507905000
,1313,Daily,Kosofe Complex Market,"8 Ogudu Rd, Ogudu 105102, Lagos",6.574258000,3.395590000
,1314,Daily,Oshodi Resettlement Market,"H84X+JH8, Oshodi Rd, Mafoluku Oshodi 300001, Lagos",6.557572000,3.349251000
,1315,Daily,Lagos Market Direct,"Martin St, Lagos Island 102273, Lagos",6.457233000,3.386194000
,1316,Daily,Ebute Elefun Market,"47/57 Saviour St, Lagos Island 102273, Lagos",6.457144000,3.402540000
,1317,Daily,Mammy Market Complex Alaba,"F86F+M94, Alaba 102103, Lagos",6.470003000,3.321564000
,1318,Daily,Lagos Market,"29 Idita St, Lagos Island 102273, Lagos",6.462078000,3.383813000
,1319,Daily,Ajebo Market,"26 Adekunle St, Yaba 101245, Lagos",6.494726000,3.379225000
,1320,Daily,Olapeju Street market,"17 Olapeju St, Mushin 102215, Lagos",6.547186000,3.341624000
,1321,Daily,Ojo New Market,"F633+XHG, Alh Sariyu St, Ojo 102113, Lagos",6.456259000,3.203944000
,1322,Daily,Alaworo Market,"F653+744, Ojo 102113, Lagos",6.473218000,3.199819000
,1323,Daily,Ifelodun Market,"44 Elewedu St, Ojo 102101, Lagos",6.488074000,3.185325000
,1324,Daily,"Alaba International Market, Ojo LGA","Shop B63, Alaba International Market, Ojo 102115, Lagos",6.459054000,3.204091000
,1325,Daily,Ojo Waterside Market,"6 Old Ojo Rd, Ojo 102113, Lagos",6.453595000,3.2040050
,1326,Daily,Salami Central Market,"F5FC+R3C, Ojo 102101, Lagos",6.475348000,3.170269000
